               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 142,            0.016923,           0.0066581,           0.0028353,             0.89245,             0.96057,             0.93421,             0.81855,            0.014244,           0.0097313,           0.0040485,            0.005347,            0.005347,            0.005347
                 143,            0.016756,           0.0066711,           0.0028902,             0.91791,             0.91295,             0.93338,             0.82446,            0.014494,           0.0095024,           0.0035522,            0.005314,            0.005314,            0.005314
                 144,            0.016472,           0.0065305,           0.0027729,             0.85884,             0.95266,             0.92536,             0.80674,            0.014668,            0.010107,           0.0039806,            0.005281,            0.005281,            0.005281
                 145,            0.016615,           0.0066892,           0.0028257,             0.89155,             0.91295,             0.92816,             0.81508,            0.014717,           0.0096302,           0.0039631,            0.005248,            0.005248,            0.005248
                 146,            0.016476,           0.0065147,           0.0027484,             0.85967,             0.96057,             0.92295,             0.80607,            0.014729,            0.010056,           0.0040695,            0.005215,            0.005215,            0.005215
                 147,            0.016735,           0.0064904,           0.0028841,             0.89348,             0.91295,             0.91779,             0.81071,            0.014579,           0.0096226,           0.0036268,            0.005182,            0.005182,            0.005182
                 148,            0.016224,           0.0065051,           0.0027663,              0.9216,             0.91295,             0.92333,             0.82322,            0.014456,           0.0094109,           0.0032059,            0.005149,            0.005149,            0.005149
                 149,            0.016311,           0.0063314,            0.002761,             0.89118,             0.93436,             0.91601,             0.80073,            0.014647,            0.009201,           0.0034439,            0.005116,            0.005116,            0.005116
                 150,            0.016098,           0.0064356,           0.0026851,             0.90007,             0.93676,             0.92968,             0.81174,            0.014927,           0.0095634,           0.0041864,            0.005083,            0.005083,            0.005083
                 151,            0.016402,           0.0063542,           0.0027798,             0.89332,             0.93676,             0.92328,             0.80649,            0.014602,           0.0093937,           0.0040625,             0.00505,             0.00505,             0.00505
                 152,             0.01634,           0.0064326,           0.0027846,             0.87654,             0.96057,             0.91636,             0.80677,            0.014731,           0.0093651,           0.0046276,            0.005017,            0.005017,            0.005017
                 153,              0.0164,           0.0063682,           0.0027526,             0.90853,             0.93676,             0.91936,             0.79205,            0.014815,           0.0096722,           0.0050503,            0.004984,            0.004984,            0.004984
                 154,            0.016171,           0.0063384,           0.0026935,             0.91513,             0.91295,             0.91961,             0.80492,            0.014708,           0.0097008,           0.0043135,            0.004951,            0.004951,            0.004951
                 155,            0.016093,           0.0063671,            0.002651,             0.85601,             0.93271,             0.90099,             0.78434,            0.014638,           0.0098057,           0.0043283,            0.004918,            0.004918,            0.004918
                 156,            0.016378,           0.0065871,           0.0027614,             0.90668,             0.93676,             0.93635,              0.8235,            0.014495,           0.0093021,            0.003656,            0.004885,            0.004885,            0.004885
                 157,            0.016126,           0.0063235,           0.0027515,             0.89904,             0.96057,             0.93197,             0.80604,            0.014674,           0.0093307,           0.0039438,            0.004852,            0.004852,            0.004852
                 158,            0.016156,           0.0064533,           0.0027883,             0.87812,             0.95811,             0.90773,             0.80077,            0.014605,           0.0097656,           0.0043833,            0.004819,            0.004819,            0.004819
                 159,            0.016341,           0.0064073,            0.002747,             0.87704,             0.95793,               0.933,             0.80716,             0.01485,            0.009779,           0.0046257,            0.004786,            0.004786,            0.004786
                 160,            0.016169,           0.0063396,           0.0027483,             0.90962,             0.93676,              0.9349,             0.82719,            0.014539,           0.0095406,           0.0047306,            0.004753,            0.004753,            0.004753
                 161,            0.016298,           0.0063889,           0.0028088,             0.87531,             0.95364,             0.92748,             0.81293,            0.014646,           0.0096779,           0.0051277,             0.00472,             0.00472,             0.00472
                 162,            0.016029,           0.0062979,           0.0027967,             0.91846,             0.93676,             0.93136,             0.80378,            0.014767,           0.0096035,           0.0045172,            0.004687,            0.004687,            0.004687
                 163,            0.016179,           0.0062882,           0.0028132,             0.91466,             0.94884,             0.94846,             0.83124,             0.01466,           0.0093822,            0.004624,            0.004654,            0.004654,            0.004654
                 164,            0.015945,           0.0062756,           0.0026519,             0.91192,             0.93676,             0.93514,             0.82091,            0.014726,           0.0094185,           0.0044752,            0.004621,            0.004621,            0.004621
                 165,            0.015873,           0.0062414,           0.0026723,              0.8735,             0.93509,             0.93627,              0.8112,            0.014815,           0.0095348,           0.0041981,            0.004588,            0.004588,            0.004588
                 166,            0.015887,           0.0063593,           0.0026034,             0.87044,             0.93676,             0.92558,              0.8058,            0.015237,            0.009798,           0.0043571,            0.004555,            0.004555,            0.004555
                 167,            0.015696,           0.0061722,           0.0026692,             0.89395,             0.91295,              0.9282,             0.81174,            0.015069,           0.0097122,            0.004549,            0.004522,            0.004522,            0.004522
                 168,            0.016119,            0.006196,           0.0028781,             0.89206,             0.93676,             0.91681,             0.79629,            0.015069,            0.010101,             0.00518,            0.004489,            0.004489,            0.004489
                 169,            0.015836,           0.0061783,           0.0027983,             0.88746,             0.93676,             0.92098,             0.79914,            0.014869,              0.0103,           0.0046377,            0.004456,            0.004456,            0.004456
                 170,            0.016074,           0.0061332,           0.0027881,             0.90229,             0.93676,             0.92883,              0.8125,            0.015143,            0.010057,             0.00452,            0.004423,            0.004423,            0.004423
                 171,            0.015626,           0.0062857,           0.0026114,             0.91044,             0.92866,             0.91698,             0.79766,             0.01595,             0.01012,           0.0051647,             0.00439,             0.00439,             0.00439
                 172,            0.015459,            0.006336,           0.0025962,             0.90489,             0.93676,             0.91379,             0.79714,             0.01556,            0.010336,           0.0045914,            0.004357,            0.004357,            0.004357
                 173,            0.015736,           0.0060504,           0.0026741,             0.90296,             0.93676,             0.92481,              0.8091,            0.015665,           0.0096684,           0.0051884,            0.004324,            0.004324,            0.004324
                 174,            0.015519,           0.0060885,           0.0026451,             0.92741,             0.93676,             0.92316,             0.80822,             0.01523,           0.0096474,           0.0046524,            0.004291,            0.004291,            0.004291
                 175,            0.015961,           0.0064016,           0.0026948,             0.92704,             0.93676,             0.93435,             0.82608,            0.014888,           0.0098152,             0.00481,            0.004258,            0.004258,            0.004258
                 176,             0.01583,           0.0060928,           0.0027189,             0.91533,             0.95369,             0.94259,             0.81848,            0.014891,           0.0097351,           0.0048218,            0.004225,            0.004225,            0.004225
                 177,            0.015347,           0.0061143,           0.0025807,              0.8964,             0.96054,             0.92816,             0.81019,            0.014995,            0.009922,           0.0046875,            0.004192,            0.004192,            0.004192
                 178,             0.01576,           0.0060902,           0.0026776,             0.91175,             0.93637,             0.91424,             0.80464,            0.015014,           0.0096607,           0.0051403,            0.004159,            0.004159,            0.004159
                 179,            0.015433,           0.0063838,           0.0026327,             0.93342,             0.95383,              0.9363,             0.81406,             0.01482,           0.0098057,           0.0046352,            0.004126,            0.004126,            0.004126
                 180,            0.015516,           0.0062863,           0.0026249,             0.90819,             0.93676,             0.90952,             0.78367,            0.015283,           0.0098324,           0.0044544,            0.004093,            0.004093,            0.004093
                 181,            0.015533,           0.0063057,            0.002659,             0.88433,             0.93676,             0.90743,             0.77758,            0.015522,           0.0097942,           0.0041904,             0.00406,             0.00406,             0.00406
                 182,              0.0157,           0.0060688,           0.0027649,             0.88539,             0.93676,             0.92645,             0.80204,            0.014975,           0.0096016,            0.004575,            0.004027,            0.004027,            0.004027
                 183,            0.015766,           0.0062042,            0.002751,              0.8972,             0.93676,             0.92722,             0.81723,            0.014681,           0.0095482,           0.0045282,            0.003994,            0.003994,            0.003994
                 184,            0.015433,           0.0061894,           0.0026386,             0.91263,             0.93676,             0.94164,             0.82981,             0.01459,           0.0095863,           0.0046713,            0.003961,            0.003961,            0.003961
                 185,            0.015342,           0.0061195,           0.0026363,             0.90873,             0.93676,              0.9512,             0.84091,            0.014434,            0.009634,           0.0047551,            0.003928,            0.003928,            0.003928
                 186,            0.015277,           0.0059419,           0.0026743,             0.92783,             0.93676,             0.94549,             0.82213,            0.014628,           0.0099564,           0.0044104,            0.003895,            0.003895,            0.003895
                 187,            0.015357,           0.0059896,           0.0026609,             0.90398,             0.93676,             0.91995,             0.80546,            0.014797,            0.010075,           0.0050283,            0.003862,            0.003862,            0.003862
                 188,            0.015336,           0.0060255,           0.0025708,             0.90815,             0.93676,             0.93111,              0.7981,            0.015162,            0.010216,           0.0049646,            0.003829,            0.003829,            0.003829
                 189,            0.015206,           0.0059967,           0.0025964,              0.9254,             0.93676,             0.92592,             0.81193,            0.015581,           0.0098839,           0.0056484,            0.003796,            0.003796,            0.003796
                 190,            0.015451,           0.0060081,            0.002725,             0.90908,             0.93676,             0.93732,              0.8262,            0.014838,           0.0095577,           0.0050627,            0.003763,            0.003763,            0.003763
                 191,            0.015264,           0.0061381,            0.002633,             0.91203,             0.93676,             0.93232,             0.81739,            0.015459,           0.0093937,           0.0055843,             0.00373,             0.00373,             0.00373
                 192,            0.015247,           0.0060469,           0.0026632,             0.92484,             0.93676,             0.93523,             0.80234,            0.015162,           0.0093784,            0.004648,            0.003697,            0.003697,            0.003697
                 193,            0.015319,           0.0060986,           0.0026122,              0.9242,             0.93676,             0.93556,             0.81494,            0.015211,           0.0095348,           0.0048794,            0.003664,            0.003664,            0.003664
                 194,            0.015289,           0.0059383,           0.0026493,             0.89884,             0.93676,             0.92735,             0.80407,            0.015455,           0.0097294,           0.0049927,            0.003631,            0.003631,            0.003631
                 195,            0.015605,            0.005854,            0.002755,             0.90396,             0.93676,             0.93044,             0.80631,            0.015231,           0.0097656,           0.0050251,            0.003598,            0.003598,            0.003598
                 196,            0.015238,           0.0061184,           0.0027249,              0.9067,             0.93676,             0.94165,              0.8101,            0.015621,           0.0098915,           0.0055099,            0.003565,            0.003565,            0.003565
                 197,            0.015167,           0.0058925,            0.002577,             0.92775,             0.93676,             0.93025,             0.80594,            0.015728,           0.0096684,           0.0054493,            0.003532,            0.003532,            0.003532
                 198,            0.015081,           0.0059967,           0.0025437,             0.93123,             0.93676,             0.93155,             0.80324,            0.015898,           0.0096512,           0.0058235,            0.003499,            0.003499,            0.003499
                 199,            0.015177,           0.0059795,           0.0026548,             0.92354,             0.93676,             0.93738,             0.81891,            0.015243,           0.0096531,           0.0053041,            0.003466,            0.003466,            0.003466
                 200,            0.014912,           0.0059571,           0.0026483,             0.92033,             0.93676,             0.94124,             0.81065,            0.015167,           0.0095291,           0.0053865,            0.003433,            0.003433,            0.003433
                 201,            0.015397,           0.0058325,           0.0026805,             0.92726,             0.93676,               0.948,             0.82886,              0.0154,           0.0096512,            0.005455,              0.0034,              0.0034,              0.0034
                 202,            0.015003,           0.0057567,           0.0026461,             0.92484,             0.93676,             0.94421,             0.81927,            0.015052,           0.0096684,           0.0049532,            0.003367,            0.003367,            0.003367
                 203,            0.014888,           0.0057905,           0.0024881,             0.94033,             0.93676,              0.9451,             0.82382,            0.015451,            0.009531,           0.0052788,            0.003334,            0.003334,            0.003334
                 204,             0.01532,           0.0057928,           0.0026207,             0.93393,             0.93491,             0.95118,             0.82845,             0.01465,           0.0094624,           0.0045769,            0.003301,            0.003301,            0.003301
                 205,            0.014915,           0.0059834,           0.0026155,             0.91448,             0.93676,             0.94956,             0.81854,            0.014961,           0.0096207,           0.0048058,            0.003268,            0.003268,            0.003268
                 206,            0.014656,           0.0059286,           0.0024013,             0.91684,             0.93676,             0.94867,             0.82052,            0.015003,           0.0095863,           0.0046282,            0.003235,            0.003235,            0.003235
                 207,            0.014794,           0.0059636,           0.0026115,             0.92631,             0.93676,             0.95105,             0.82727,            0.015073,           0.0096321,           0.0047771,            0.003202,            0.003202,            0.003202
                 208,            0.015079,           0.0059121,           0.0026743,             0.91902,             0.93676,             0.95282,             0.82727,            0.014886,           0.0094776,           0.0050247,            0.003169,            0.003169,            0.003169
                 209,            0.015054,           0.0055893,           0.0026558,             0.92167,             0.93676,             0.95192,             0.82155,             0.01516,           0.0093956,           0.0052919,            0.003136,            0.003136,            0.003136
                 210,            0.015089,           0.0057732,           0.0026249,             0.92479,             0.93676,             0.94454,             0.83288,            0.015267,           0.0093536,             0.00527,            0.003103,            0.003103,            0.003103
                 211,            0.015144,            0.005853,           0.0027652,             0.92567,             0.93676,             0.94832,             0.83132,            0.015071,           0.0091133,           0.0052513,             0.00307,             0.00307,             0.00307
                 212,            0.014934,           0.0058404,           0.0026145,             0.92834,             0.93676,             0.95229,             0.83615,            0.015039,           0.0090904,           0.0054129,            0.003037,            0.003037,            0.003037
                 213,            0.014679,           0.0056908,           0.0025054,             0.92688,             0.93676,             0.94944,              0.8178,            0.015299,           0.0093746,           0.0055721,            0.003004,            0.003004,            0.003004
                 214,            0.014717,           0.0057637,           0.0025517,             0.92583,             0.93676,             0.94844,             0.80488,            0.015331,           0.0096455,           0.0053988,            0.002971,            0.002971,            0.002971
                 215,            0.014939,           0.0057202,           0.0026618,             0.92755,             0.93676,             0.94867,             0.81571,            0.015437,           0.0096035,           0.0049122,            0.002938,            0.002938,            0.002938
                 216,            0.014684,           0.0058763,           0.0026136,             0.92555,             0.93676,             0.94733,             0.80942,            0.015559,           0.0095615,           0.0047613,            0.002905,            0.002905,            0.002905
                 217,            0.014677,           0.0056776,           0.0024942,             0.92941,             0.93676,             0.94549,             0.82314,            0.015574,           0.0095043,           0.0049583,            0.002872,            0.002872,            0.002872
                 218,            0.014749,            0.005729,           0.0025479,             0.92943,             0.93676,             0.94786,             0.81333,             0.01547,            0.009531,           0.0050739,            0.002839,            0.002839,            0.002839
                 219,            0.014719,           0.0057673,           0.0025676,             0.92855,             0.93676,             0.94447,             0.81326,            0.015221,           0.0095959,           0.0051594,            0.002806,            0.002806,            0.002806
                 220,            0.014752,           0.0057063,           0.0026398,             0.92406,             0.93676,             0.94125,              0.8122,            0.015343,           0.0097141,           0.0053957,            0.002773,            0.002773,            0.002773
                 221,            0.014329,           0.0057167,           0.0024931,             0.92437,             0.93676,             0.94119,             0.80633,            0.015379,           0.0095749,           0.0054777,             0.00274,             0.00274,             0.00274
                 222,            0.014759,           0.0055621,           0.0026324,             0.92977,             0.93676,             0.94416,             0.81323,            0.015387,           0.0095749,           0.0055294,            0.002707,            0.002707,            0.002707
                 223,            0.014506,           0.0059575,           0.0025435,             0.93038,             0.93676,             0.94342,             0.81094,            0.015374,           0.0094433,           0.0054207,            0.002674,            0.002674,            0.002674
                 224,            0.014536,           0.0055441,           0.0025548,             0.92912,             0.93676,             0.94385,             0.82177,            0.015146,           0.0094509,           0.0051868,            0.002641,            0.002641,            0.002641
                 225,            0.014871,           0.0056816,           0.0026953,              0.9237,             0.93676,             0.93367,             0.81809,            0.015077,           0.0095692,           0.0051039,            0.002608,            0.002608,            0.002608
                 226,             0.01429,           0.0057135,           0.0026033,             0.92055,             0.93676,             0.93914,             0.82706,            0.015059,           0.0095978,           0.0053921,            0.002575,            0.002575,            0.002575
                 227,             0.01464,           0.0057915,              0.0027,             0.91967,             0.93676,             0.93848,             0.82082,            0.015344,            0.009697,           0.0055204,            0.002542,            0.002542,            0.002542
                 228,            0.014638,           0.0057868,           0.0025946,             0.92574,             0.93676,             0.94337,             0.81361,            0.015277,           0.0098858,           0.0054171,            0.002509,            0.002509,            0.002509
                 229,            0.014518,           0.0056192,           0.0026048,             0.92241,             0.93676,             0.94235,             0.81539,            0.015175,           0.0098515,           0.0052164,            0.002476,            0.002476,            0.002476
                 230,            0.014589,           0.0055996,           0.0025882,             0.92364,             0.93676,             0.94418,             0.81571,            0.014956,           0.0097008,           0.0051025,            0.002443,            0.002443,            0.002443
                 231,            0.014483,           0.0056045,           0.0025531,             0.92624,             0.93676,             0.94533,             0.81428,             0.01503,           0.0097179,           0.0053465,             0.00241,             0.00241,             0.00241
                 232,            0.014359,           0.0056515,           0.0024991,             0.91348,             0.93676,             0.94384,             0.82312,            0.015188,           0.0097027,            0.005612,            0.002377,            0.002377,            0.002377
                 233,            0.013933,           0.0055433,           0.0024331,             0.91354,             0.93676,             0.93581,             0.81707,            0.015202,           0.0098114,           0.0056869,            0.002344,            0.002344,            0.002344
                 234,            0.014383,           0.0056162,           0.0025517,             0.90119,             0.93676,             0.92717,             0.81462,            0.015057,           0.0099487,           0.0053501,            0.002311,            0.002311,            0.002311
                 235,            0.014293,           0.0056825,           0.0024988,             0.89298,             0.93676,             0.92897,             0.80864,            0.014986,           0.0099506,           0.0052185,            0.002278,            0.002278,            0.002278
                 236,            0.014588,           0.0054914,           0.0026094,             0.90123,             0.93676,             0.93482,             0.80508,            0.014849,           0.0097637,           0.0052738,            0.002245,            0.002245,            0.002245
                 237,            0.014098,           0.0056115,           0.0024879,             0.91653,             0.93676,             0.93694,             0.80938,            0.015097,            0.009819,           0.0053242,            0.002212,            0.002212,            0.002212
                 238,            0.014366,           0.0054821,           0.0025482,             0.92653,             0.93676,             0.93775,             0.79883,            0.015328,           0.0097237,           0.0053284,            0.002179,            0.002179,            0.002179
                 239,            0.014128,           0.0054569,           0.0025238,             0.93542,              0.9553,             0.94066,             0.81506,            0.015262,           0.0096321,           0.0054724,            0.002146,            0.002146,            0.002146
                 240,            0.014159,           0.0054252,           0.0025046,             0.93511,             0.95127,              0.9438,               0.816,             0.01512,           0.0096779,           0.0053684,            0.002113,            0.002113,            0.002113
                 241,            0.014429,             0.00554,           0.0025216,             0.92682,             0.93676,             0.93913,              0.8177,            0.015267,           0.0096111,           0.0053038,             0.00208,             0.00208,             0.00208
                 242,            0.014421,           0.0054511,           0.0026371,             0.92683,             0.93676,             0.94244,             0.82245,            0.015331,           0.0097179,           0.0053324,            0.002047,            0.002047,            0.002047
                 243,             0.01448,           0.0055315,           0.0025912,              0.9204,             0.93676,             0.94159,             0.81563,            0.015362,            0.010014,           0.0058298,            0.002014,            0.002014,            0.002014
                 244,            0.014077,            0.005606,           0.0024399,              0.9145,             0.95508,             0.94196,             0.81525,            0.015316,            0.009779,            0.005633,            0.001981,            0.001981,            0.001981
                 245,            0.014092,           0.0056027,           0.0024256,             0.91399,             0.95598,             0.94039,             0.80143,            0.015371,           0.0096684,           0.0054298,            0.001948,            0.001948,            0.001948
                 246,            0.014335,           0.0055259,           0.0025987,             0.91444,             0.95316,             0.93772,             0.80544,            0.015381,           0.0095749,           0.0053972,            0.001915,            0.001915,            0.001915
                 247,            0.014408,           0.0056038,           0.0026107,             0.91499,             0.95779,             0.93022,             0.80377,            0.015297,           0.0096092,           0.0055187,            0.001882,            0.001882,            0.001882
                 248,            0.014251,           0.0053743,           0.0025043,              0.9153,              0.9525,             0.93169,             0.81579,            0.015339,           0.0097828,           0.0058212,            0.001849,            0.001849,            0.001849
                 249,            0.013904,           0.0054683,           0.0024504,             0.91214,             0.96057,             0.93355,             0.81713,            0.015325,           0.0096493,           0.0056444,            0.001816,            0.001816,            0.001816
                 250,            0.014028,           0.0054316,           0.0025361,             0.91441,             0.95534,             0.94157,             0.81783,            0.015264,           0.0096245,           0.0056335,            0.001783,            0.001783,            0.001783
                 251,            0.014172,           0.0053557,            0.002628,             0.89483,             0.96032,             0.93892,             0.81812,            0.015325,           0.0096092,           0.0057961,             0.00175,             0.00175,             0.00175
                 252,             0.01409,           0.0053677,           0.0024814,             0.90784,             0.93676,             0.93284,             0.81157,            0.015485,           0.0095863,            0.005851,            0.001717,            0.001717,            0.001717
                 253,            0.013561,           0.0053629,           0.0023599,             0.89209,             0.95656,             0.93453,             0.81168,            0.015516,           0.0095081,           0.0056089,            0.001684,            0.001684,            0.001684
                 254,            0.014215,           0.0053476,            0.002608,             0.91214,             0.93676,             0.93837,             0.80724,            0.015449,           0.0093803,           0.0054852,            0.001651,            0.001651,            0.001651
                 255,            0.014096,           0.0056839,           0.0024801,             0.91188,             0.93676,             0.93748,             0.80273,            0.015294,           0.0093594,           0.0052719,            0.001618,            0.001618,            0.001618
                 256,            0.013923,           0.0053898,           0.0024702,             0.89287,             0.96057,             0.93315,             0.80775,            0.015194,           0.0093327,           0.0052031,            0.001585,            0.001585,            0.001585
                 257,            0.013951,           0.0054868,            0.002394,               0.912,             0.93676,             0.93492,             0.80488,            0.015267,           0.0092907,           0.0050278,            0.001552,            0.001552,            0.001552
                 258,            0.013561,           0.0054156,           0.0023089,             0.91362,             0.96057,              0.9366,             0.81325,            0.015373,           0.0092144,           0.0049999,            0.001519,            0.001519,            0.001519
                 259,            0.013895,           0.0054118,           0.0024684,             0.91188,             0.96057,             0.93718,              0.8165,            0.015397,           0.0092621,           0.0051455,            0.001486,            0.001486,            0.001486
                 260,            0.013557,            0.005423,           0.0023509,             0.92047,             0.93676,             0.93727,             0.81489,            0.015339,           0.0093327,           0.0051674,            0.001453,            0.001453,            0.001453
                 261,            0.013767,           0.0053908,           0.0024943,              0.9243,             0.93676,             0.93419,             0.80892,            0.015363,           0.0093689,           0.0051836,             0.00142,             0.00142,             0.00142
                 262,            0.013903,           0.0052497,            0.002501,              0.9261,             0.93676,             0.93418,             0.80529,            0.015396,           0.0094681,           0.0052155,            0.001387,            0.001387,            0.001387
                 263,            0.013803,           0.0053406,           0.0025339,             0.92759,             0.93676,             0.93188,             0.80199,            0.015528,           0.0095921,           0.0051912,            0.001354,            0.001354,            0.001354
                 264,              0.0137,           0.0052806,           0.0024977,              0.9121,             0.95378,             0.93334,             0.80353,            0.015621,           0.0096474,           0.0052803,            0.001321,            0.001321,            0.001321
                 265,            0.013937,           0.0053382,           0.0025321,             0.91278,             0.95974,             0.93534,             0.81127,            0.015493,           0.0095921,           0.0051331,            0.001288,            0.001288,            0.001288
                 266,            0.013731,           0.0052471,             0.00249,             0.91277,             0.96057,             0.93636,             0.80977,             0.01538,           0.0095215,           0.0052332,            0.001255,            0.001255,            0.001255
                 267,             0.01407,           0.0053189,           0.0025555,             0.91325,             0.96057,             0.93893,             0.81427,             0.01544,             0.00951,           0.0052603,            0.001222,            0.001222,            0.001222
                 268,            0.013395,           0.0052632,            0.002391,             0.91235,             0.95593,             0.93734,             0.80874,            0.015466,           0.0095615,           0.0053453,            0.001189,            0.001189,            0.001189
                 269,            0.013698,           0.0051834,           0.0024838,             0.92977,             0.93676,             0.93561,             0.80856,            0.015407,           0.0094891,           0.0053494,            0.001156,            0.001156,            0.001156
                 270,            0.013904,           0.0051567,           0.0026101,             0.92967,             0.93676,             0.93777,             0.80928,            0.015427,            0.009491,           0.0054029,            0.001123,            0.001123,            0.001123
                 271,            0.013527,           0.0051976,           0.0023622,             0.92886,             0.93676,             0.93665,             0.80528,            0.015344,           0.0095329,           0.0054102,             0.00109,             0.00109,             0.00109
                 272,            0.013788,           0.0051944,           0.0025311,             0.92726,             0.93676,             0.93677,             0.81214,            0.015248,            0.009594,           0.0054783,            0.001057,            0.001057,            0.001057
                 273,            0.013644,           0.0051786,           0.0024124,             0.92629,             0.93676,             0.93607,             0.81025,            0.015227,           0.0096016,           0.0055161,            0.001024,            0.001024,            0.001024
                 274,            0.013423,           0.0051609,           0.0024099,             0.92439,             0.93676,             0.93656,             0.81014,            0.015249,           0.0096359,            0.005455,            0.000991,            0.000991,            0.000991
                 275,            0.013725,           0.0051436,           0.0025092,             0.91258,             0.95532,             0.93821,             0.81218,            0.015306,           0.0096207,           0.0053246,            0.000958,            0.000958,            0.000958
                 276,            0.013363,           0.0052296,           0.0023812,             0.91272,             0.95749,             0.93827,             0.80778,            0.015317,           0.0095863,           0.0052755,            0.000925,            0.000925,            0.000925
                 277,             0.01321,           0.0051759,           0.0023813,             0.91247,             0.95934,             0.93875,               0.808,             0.01529,            0.009531,           0.0053413,            0.000892,            0.000892,            0.000892
                 278,            0.013652,           0.0051973,           0.0024099,             0.91281,             0.95523,             0.93812,             0.80614,             0.01525,           0.0095863,            0.005344,            0.000859,            0.000859,            0.000859
                 279,            0.013598,           0.0053383,           0.0024153,             0.91287,             0.95542,             0.93739,             0.80659,            0.015313,           0.0096569,           0.0053404,            0.000826,            0.000826,            0.000826
                 280,            0.013651,           0.0050619,           0.0024379,             0.91346,             0.96028,             0.93513,             0.80091,            0.015343,           0.0097046,           0.0053434,            0.000793,            0.000793,            0.000793
                 281,            0.013365,            0.005203,           0.0023499,             0.91009,             0.96057,             0.93583,              0.8087,            0.015216,           0.0096016,           0.0053308,             0.00076,             0.00076,             0.00076
                 282,            0.013553,           0.0052592,           0.0024473,             0.93031,             0.93676,             0.93559,             0.80944,            0.015123,           0.0095215,           0.0053274,            0.000727,            0.000727,            0.000727
                 283,             0.01329,           0.0051772,           0.0024057,             0.93358,              0.9568,             0.93743,             0.80574,             0.01516,           0.0095139,           0.0054024,            0.000694,            0.000694,            0.000694
                 284,             0.01336,           0.0051383,           0.0023796,             0.93321,             0.95784,             0.93729,             0.80657,            0.015234,           0.0094891,           0.0054703,            0.000661,            0.000661,            0.000661
                 285,            0.013334,           0.0051077,           0.0024461,             0.93329,             0.95883,             0.93718,             0.80827,            0.015297,           0.0095043,            0.005517,            0.000628,            0.000628,            0.000628
